9606	ENSG00000000003	ENSP00000362111
9606	ENSG00000000005	ENSP00000362122
9606	ENSG00000000419	ENSP00000360644
9606	ENSG00000000457	ENSP00000356744
9606	ENSG00000000460	ENSP00000286031
9606	ENSG00000000938	ENSP00000363115
9606	ENSG00000000971	ENSP00000356399
9606	ENSG00000001036	ENSP00000002165
9606	ENSG00000001084	ENSP00000229416
9606	ENSG00000001167	ENSP00000345702
9606	ENSG00000001460	ENSP00000337461
9606	ENSG00000001461	ENSP00000363520
9606	ENSG00000001497	ENSP00000363944
9606	ENSG00000001561	ENSP00000318066
9606	ENSG00000001617	ENSP00000002829
9606	ENSG00000001626	ENSP00000003084
9606	ENSG00000001629	ENSP00000265742
9606	ENSG00000001630	ENSP00000003100
9606	ENSG00000001631	ENSP00000344668
9606	ENSG00000002016	ENSP00000351284
9606	ENSG00000002330	ENSP00000309103
9606	ENSG00000002549	ENSP00000226299
9606	ENSG00000002586	ENSP00000370588
9606	ENSG00000002587	ENSP00000002596
9606	ENSG00000002726	ENSP00000354193
9606	ENSG00000002745	ENSP00000222462
9606	ENSG00000002746	ENSP00000379228
9606	ENSG00000002822	ENSP00000265854
9606	ENSG00000002834	ENSP00000325240
9606	ENSG00000002919	ENSP00000352175
9606	ENSG00000002933	ENSP00000004103
9606	ENSG00000003056	ENSP00000000412
9606	ENSG00000003096	ENSP00000443191
9606	ENSG00000003137	ENSP00000001146
9606	ENSG00000003147	ENSP00000379908
9606	ENSG00000003249	ENSP00000306407
9606	ENSG00000003393	ENSP00000264276
9606	ENSG00000003400	ENSP00000286186
9606	ENSG00000003402	ENSP00000312455
9606	ENSG00000003436	ENSP00000233156
9606	ENSG00000003509	ENSP00000002125
9606	ENSG00000003756	ENSP00000343054
9606	ENSG00000003987	ENSP00000180173
9606	ENSG00000003989	ENSP00000004531
9606	ENSG00000004059	ENSP00000000233
9606	ENSG00000004139	ENSP00000406738
9606	ENSG00000004399	ENSP00000317128
9606	ENSG00000004455	ENSP00000346921
9606	ENSG00000004468	ENSP00000226279
9606	ENSG00000004478	ENSP00000001008
9606	ENSG00000004487	ENSP00000383042
9606	ENSG00000004534	ENSP00000266022
9606	ENSG00000004660	ENSP00000158166
9606	ENSG00000004700	ENSP00000395449
9606	ENSG00000004766	ENSP00000307666
9606	ENSG00000004776	ENSP00000004982
9606	ENSG00000004777	ENSP00000320038
9606	ENSG00000004779	ENSP00000007516
9606	ENSG00000004799	ENSP00000005178
9606	ENSG00000004809	ENSP00000357915
9606	ENSG00000004838	ENSP00000231749
9606	ENSG00000004846	ENSP00000384881
9606	ENSG00000004848	ENSP00000368332
9606	ENSG00000004864	ENSP00000400101
9606	ENSG00000004866	ENSP00000265437
9606	ENSG00000004897	ENSP00000434614
9606	ENSG00000004939	ENSP00000262418
9606	ENSG00000004948	ENSP00000352561
9606	ENSG00000004961	ENSP00000326579
9606	ENSG00000004975	ENSP00000005340
9606	ENSG00000005001	ENSP00000161006
9606	ENSG00000005007	ENSP00000262803
9606	ENSG00000005020	ENSP00000005587
9606	ENSG00000005022	ENSP00000360671
9606	ENSG00000005059	ENSP00000378145
9606	ENSG00000005073	ENSP00000006015
9606	ENSG00000005075	ENSP00000292614
9606	ENSG00000005100	ENSP00000225296
9606	ENSG00000005102	ENSP00000321684
9606	ENSG00000005108	ENSP00000406482
9606	ENSG00000005156	ENSP00000367787
